Domain,mean,domain_abundance_std,count_domain,percentile_rank
RLI,69.9075,0.0,2,75.43231032871164
LEM,69.77457142857143,0.0,8,75.41673157812744
dsrm,69.7441,0.0,38,75.40115282754323
DUF3697,69.68350000000001,0.0,2,75.38557407695903
VWA_N2,69.653,0.0,1,75.36999532637483
VMA21,69.522,0.0,1,75.35441657579062
dNK,69.39275,0.0,4,75.33883782520641
ACAS_N,69.37875,0.0,4,75.32325907462221
Proton_antipo_N,69.319,0.0,1,75.29989094874591
NADH5_C,69.319,0.0,1,75.29989094874591
MMS19_N,69.25333333333333,0.0,3,75.27652282286961
Hum_adeno_E3A,69.13,0.0,1,75.26094407228541
Sec1,69.0799375,5.900806089001738,9,75.2453653217012
Treacle,69.031,0.0,5,75.229786571117
CPL,69.005,0.0,1,75.21420782053279
SDE2_2C,68.985,0.0,2,75.19862906994858
AP_endonuc,68.965,0.0,1,75.18305031936438
TPP_enzyme_C,68.9605,0.0,2,75.15968219348808
TPP_enzyme_N,68.9605,0.0,2,75.15968219348808
UCH_C,68.9515,0.0,2,75.13631406761178
B12-binding,68.7165,0.0,3,75.12073531702758
UPF0240,68.672,0.0,1,75.10515656644337
SP_C-Propep,68.63,0.0,1,75.08957781585917
DUF4517,68.591,0.0,1,75.07399906527496
Sec34,68.506,0.0,1,75.05842031469076
COQ7,68.353,0.0,1,75.04284156410655
MoaE,68.335,0.0,1,75.01947343823025
ThiS,68.335,0.0,1,75.01947343823025
Aida_N,68.254,0.0,1,74.98831593706184
Aida_C2,68.254,0.0,1,74.98831593706184
PSI_integrin,68.20811111111112,6.573264637910145,9,74.96494781118554
DUF1981,68.19283333333334,0.0,6,74.94936906060134
zf-LYAR,68.136,0.0,1,74.93379031001713
SWIRM-assoc,68.1065,0.0,6,74.91821155943293
Churchill,68.105,0.0,1,74.90263280884874
Ribosomal_S6,68.063,0.0,1,74.88705405826452
DLIC,67.961,0.0,4,74.87147530768033
SRP54,67.9325,0.0,2,74.84810718180402
SRP54_N,67.9325,0.0,2,74.84810718180402
DcpS_C,67.92466666666667,0.0,3,74.82473905592771
PRIMA1,67.89266666666667,0.0,3,74.80916030534351
PRP38_assoc,67.80633333333333,0.0,3,74.7935815547593
VGPC1_C,67.792,0.0,1,74.7780028041751
SmAKAP,67.66,0.0,1,74.7624240535909
Tom37,67.64066666666666,0.0,3,74.74684530300671
Macoilin,67.57066666666667,0.0,3,74.7312665524225
UN_NPL4,67.56,0.0,1,74.70010905125409
zf-NPL4,67.56,0.0,1,74.70010905125409
NPL4,67.56,0.0,1,74.70010905125409
Thymidylate_kin,67.45400000000001,0.0,2,74.66895155008568
GRASP55,67.37700000000001,0.0,4,74.65337279950148
U-box,67.25314285714286,0.0,7,74.63779404891727
Ost5,67.052,0.0,1,74.62221529833307
OST3_OST6,67.02066666666667,0.0,3,74.60663654774888
UPF0239,67.008,0.0,1,74.59105779716467
MMgT,66.95,0.0,1,74.57547904658045
Phostensin,66.911,0.0,4,74.55211092070417
Phostensin_N,66.911,0.0,2,74.55211092070417
ABC_tran_Xtn,66.88566666666667,0.0,3,74.52874279482785
MRP-S34,66.883,0.0,1,74.51316404424365
Gemin7,66.864,0.0,1,74.49758529365945
DUF1242,66.808,0.0,2,74.48200654307524
TFIIF_alpha,66.711,0.0,1,74.46642779249105
Ribosomal_S21,66.71,0.0,1,74.45084904190684
CTP_transf,66.68633333333334,0.0,3,74.43527029132262
OCC1,66.646,0.0,1,74.41969154073843
DUF773,66.611,0.0,1,74.40411279015423
C-C_Bond_Lyase,66.6,0.0,1,74.38074466427793
HpcH_HpaI,66.6,0.0,1,74.38074466427793
DUF4473,66.553,0.0,1,74.35737653840162
Cgr1,66.456,0.0,2,74.34179778781743
RbsD_FucU,66.44,0.0,1,74.32621903723322
SNF5,66.429,0.0,1,74.310640286649
DUF3361,66.2468,0.0,5,74.29506153606481
DUF4499,66.227,0.0,1,74.2794827854806
Cathelicidins,66.215,0.0,2,74.2639040348964
ribosomal_L24,66.118,0.0,1,74.2483252843122
VHL_C,66.101,0.0,1,74.232746533728
eIF_4EBP,66.083,0.0,3,74.2171677831438
Metallophos,65.96226666666666,18.21642912318438,31,74.2015890325596
DUF5427,65.953,0.0,1,74.18601028197538
Insulin_TMD,65.92766666666667,0.0,3,74.17043153139117
UTP25,65.901,0.0,1,74.15485278080698
DUF4713,65.8835,0.0,4,74.13927403022278
DUF4147,65.868,0.0,1,74.11590590434646
MOFRL,65.868,0.0,1,74.11590590434646
Proton_antipo_M,65.816,0.0,3,74.09253777847017
IF-2,65.77449999999999,0.0,2,74.07695902788596
BST2,65.713,0.0,1,74.06138027730177
Peptidase_S9,65.67375,0.0,12,74.04580152671755
FeS_assembly_P,65.6685,0.0,2,74.03022277613336
IF-2B,65.6585,0.0,4,74.01464402554915
TFA2_Winged,65.652,0.0,1,73.99127589967284
TFIIE_beta,65.652,0.0,1,73.99127589967284
AA_kinase,65.51400000000001,0.0,2,73.96790777379654
Cyto_heme_lyase,65.504,0.0,1,73.95232902321234
PFU,65.455,0.0,1,73.92896089733604
PUL,65.455,0.0,1,73.92896089733604
Kdo,65.392,0.0,1,73.90559277145972
Coprogen_oxidas,65.37,0.0,1,73.89001402087553
FragX_IP,65.3005,0.0,3,73.87443527029133
AAT,65.284,0.0,2,73.85885651970712
RSB_motif,65.272,0.0,1,73.84327776912292
DBD_Tnp_Mut,65.258,0.0,3,73.82769901853872
MutS_I,65.21733333333333,0.0,3,73.81212026795451
PAP2,65.15844444444446,0.0,18,73.7965415173703
MRP-S35,65.031,0.0,1,73.7809627667861
RGCC,65.024,0.0,1,73.76538401620189
TDRP,64.994,0.0,1,73.7498052656177
Creatinase_N,64.9485,0.0,4,73.72643713974139
Peptidase_M24_C,64.9485,0.0,2,73.72643713974139
Fez1,64.92107692307692,0.0,16,73.70306901386509
Cnd1_N,64.911,0.0,1,73.68749026328089
NtCtMGAM_N,64.869,0.0,5,73.67191151269668
Coa1,64.847,0.0,1,73.65633276211247
Noc2,64.842,0.0,1,73.64075401152827
DED,64.79114285714286,0.0,10,73.62517526094408
DAP3,64.684,0.0,1,73.60959651035986
Topoisom_I_N,64.648,0.0,2,73.57843900919147
Topoisom_I,64.648,0.0,2,73.57843900919147
Topo_C_assoc,64.648,0.0,2,73.57843900919147
STAT_alpha,64.55775,0.0,8,73.54728150802305
Apolipo_F,64.5385,0.0,2,73.53170275743885
TIMP,64.50375,0.0,4,73.51612400685465
COX16,64.462,0.0,1,73.50054525627044
Carboxyl_trans,64.42325,0.0,4,73.48496650568624
NMT,64.305,0.0,2,73.46159837980994
NMT_C,64.305,0.0,2,73.46159837980994
Gastrin,64.266,0.0,3,73.43823025393364
BCCIP,64.263,0.0,1,73.42265150334943
PDE6_gamma,64.1695,0.0,2,73.40707275276522
PUA,64.15483333333334,0.0,6,73.39149400218102
DUF719,64.0265,0.0,2,73.37591525159682
DUF1640,63.999249999999996,0.0,4,73.36033650101263
ATG8,63.9978125,1.852019573330694,8,73.34475775042841
Img2,63.98,0.0,1,73.32917899984422
NLE,63.961,0.0,2,73.31360024926002
UME,63.916,0.0,3,73.29802149867581
PAC3,63.91,0.0,1,73.2824427480916
NDNF,63.9,0.0,6,73.2668639975074
Las1,63.876,0.0,1,73.25128524692319
Rho_Binding,63.872,0.0,3,73.23570649633899
MRP-S31,63.85,0.0,1,73.2201277457548
ANAPC15,63.84,0.0,1,73.20454899517058
Ribonuc_red_lgN,63.8,0.0,1,73.18118086929428
Ribonuc_red_lgC,63.8,0.0,1,73.18118086929428
PRKG1_interact,63.769,0.0,3,73.15781274341798
SASA,63.731,0.0,1,73.14223399283377
MRP-S26,63.631,0.0,1,73.12665524224957
IL1,63.61,0.0,10,73.11107649166537
Prp31_C,63.514,0.0,1,73.09549774108116
Oxidored_molyb,63.498,0.0,1,73.07212961520486
Mo-co_dimer,63.498,0.0,1,73.07212961520486
ATP11,63.429,0.0,1,73.04876148932856
SelR,63.297666666666665,0.0,3,73.03318273874436
KBP_C,63.292,0.0,1,73.01760398816015
Spc24,63.228,0.0,1,73.00202523757595
a_DG1_N2,63.215,0.0,1,72.97086773640754
He_PIG,63.215,0.0,1,72.97086773640754
DAG1,63.215,0.0,1,72.97086773640754
MRP-S22,63.151,0.0,1,72.93971023523913
LCAT,63.126,0.0,3,72.92413148465494
Rep_fac_C,63.0685,0.0,4,72.90855273407072
Rad17,62.984,0.0,3,72.89297398348651
Nup88,62.973,0.0,1,72.87739523290232
CoaE,62.9075,0.0,2,72.86181648231812
SVIP,62.873,0.0,1,72.84623773173392
Sep15_SelM,62.872,0.0,2,72.83065898114971
IF4E,62.866749999999996,0.0,4,72.81508023056551
AD,62.812,0.0,1,72.79950147998132
Complex1_LYR,62.80408333333333,0.0,12,72.7839227293971
MDD_C,62.798,0.0,1,72.7683439788129
TMEM65,62.795,0.0,1,72.7527652282287
FXMRP1_C_core,62.78975,0.0,5,72.73718647764449
p47_phox_C,62.778,0.0,3,72.71381835176818
NECFESHC,62.778,0.0,3,72.71381835176818
RNA_pol_N,62.776,0.0,1,72.69045022589188
YbeY,62.702,0.0,1,72.67487147530768
CLASP_N,62.520125,0.0,14,72.65929272472349
AMP-binding,62.51423333333333,0.0,34,72.64371397413927
ACPS,62.412,0.0,1,72.62813522355506
Geminin,62.399499999999996,0.0,2,72.61255647297087
ASF1_hist_chap,62.3965,0.0,2,72.59697772238667
NAD_kinase,62.391000000000005,0.0,2,72.58139897180246
WRW,62.370000000000005,54.72865065027641,1,72.56582022121826
NtA,62.315,0.0,1,72.55024147063406
Peptidase_S28,62.30266666666666,0.0,3,72.53466272004985
Myb_Cef,62.269,0.0,1,72.51908396946564
Memo,62.25,0.0,1,72.50350521888144
LBP_BPI_CETP_C,62.2389,0.0,10,72.48792646829725
PDCD2_C,62.1545,42.07426769416195,2,72.47234771771303
Tim44,62.108000000000004,0.0,3,72.45676896712884
Cytochrom_B_C,62.033,0.0,1,72.42561146596043
Cytochrome_B,62.033,0.0,1,72.42561146596043
Tom5,62.033,0.0,1,72.42561146596043
STAT6_C,62.012,0.0,1,72.39445396479202
XPG_I,61.98416666666666,0.0,6,72.37887521420781
DUF2650,61.97066666666666,26.446202928460885,1,72.36329646362361
zf-U1,61.922333333333334,0.0,3,72.34771771303942
NPF,61.8705,0.0,2,72.3321389624552
GFO_IDH_MocA,61.82175,0.0,4,72.316560211871
PPR,61.80828571428571,0.0,19,72.30098146128681
DUF3730,61.786500000000004,0.0,2,72.28540271070261
HIN,61.763999999999996,0.0,5,72.2698239601184
SelP_N,61.754,0.0,1,72.2464558342421
SelP_C,61.754,0.0,1,72.2464558342421
Ran_BP1,61.67575000000001,8.759507663105277,19,72.22308770836578
Nucleoporin_FG2,61.669,0.0,1,72.20750895778158
NT5C,61.6475,0.0,2,72.19193020719739
RPW8,61.64,0.0,1,72.17635145661318
UPF0444,61.629,0.0,1,72.16077270602898
GGACT,61.624,0.0,1,72.14519395544478
Amino_oxidase,61.5937,0.0,11,72.12961520486057
SKIP_SNW,61.578,0.0,1,72.11403645427636
DeoC,61.493,0.0,1,72.09845770369216
GN3L_Grn1,61.489,0.0,1,72.08287895310797
V-ATPase_G,61.440666666666665,0.0,3,72.06730020252375
Nuf2,61.335,0.0,1,72.05172145193956
Telethonin,61.275,0.0,1,72.03614270135536
MLIP,61.271,0.0,1,72.02056395077115
Integrin_alpha,61.26707692307692,0.0,13,72.00498520018695
MRP_L53,61.141,0.0,1,71.98940644960274
Mst1_SARAH,61.129000000000005,0.0,2,71.97382769901853
p450,61.052280701754384,7.26481506991059,58,71.95824894843433
NUC129,61.048,0.0,1,71.94267019785013
CCDC53,61.01533333333333,0.0,3,71.92709144726594
Spp-24,60.979,0.0,1,71.91151269668173
TspO_MBR,60.9735,0.0,2,71.89593394609753
NifU_N,60.949,0.0,1,71.88035519551332
Fibrillin_U_N,60.94733333333334,0.0,3,71.8647764449291
PAXX,60.896,0.0,1,71.84919769434491
PNPase,60.888,0.0,1,71.83361894376071
Eapp_C,60.852,0.0,1,71.8180401931765
HAT,60.806,0.0,5,71.8024614425923
RNA_POL_M_15KD,60.766000000000005,0.0,2,71.7868826920081
MRP-S33,60.758,0.0,1,71.77130394142391
Ribosomal_L17,60.756,0.0,1,71.7557251908397
UPF0016,60.606,0.0,2,71.74014644025549
Asn_synthase,60.578500000000005,0.0,5,71.72456768967129
Adap_comp_sub,60.50325,0.12657211383239125,10,71.70898893908708
BAAT_C,60.4178,0.0,5,71.69341018850288
ATG17_like,60.346900000000005,0.12657211383239095,6,71.67783143791868
PALP,60.31316666666667,0.0,6,71.66225268733447
HTH_SUN2,60.274,0.0,2,71.63888456145817
MRP,60.274,0.0,2,71.63888456145817
MIF4G,60.25077777777777,0.0,11,71.61551643558187
Peptidase_M14,60.180565217391305,0.0,25,71.59993768499766
Collagen,60.108132530120486,0.0,574,71.58435893441346
AKAP95,60.084,0.0,4,71.56878018382926
NifU,59.802,0.0,1,71.54541205795294
Nfu_N,59.802,0.0,1,71.54541205795294
GNAT_acetyltr,59.8,0.0,1,71.50646518149244
Helicase_RecD,59.8,0.0,1,71.50646518149244
DUF1726,59.8,0.0,1,71.50646518149244
IgGFc_binding,59.748,0.0,1,71.47530768032404
BAG6,59.708,0.0,1,71.45972892973982
IBB,59.683749999999996,0.0,8,71.44415017915563
Nup35_RRM,59.672,0.0,2,71.42857142857143
Syncollin,59.634,0.0,1,71.41299267798723
PKK,59.597,0.0,4,71.39741392740302
EGF,59.59352484472049,6.806724652870864,628,71.38183517681883
SUZ-C,59.567750000000004,0.0,4,71.36625642623461
Importin_rep,59.563500000000005,0.0,11,71.3506776756504
IFT43,59.527,0.0,1,71.3350989250662
REPA_OB,59.5095,0.0,3,71.31952017448201
Hydrolase,59.41961320754717,208.49538418032182,79,71.3039414238978
Beta-APP,59.348,0.0,1,71.2805732980215
GDP_Man_Dehyd,59.348,0.0,4,71.2805732980215
PAC1,59.249,0.0,1,71.2572051721452
Brix,59.2374,0.0,5,71.241626421561
Wtap,59.1315,0.0,2,71.22604767097678
ParA,59.114,0.0,3,71.21046892039259
DUF3918,59.083,0.0,1,71.19489016980837
DER1,58.945,0.0,2,71.17931141922418
Integrin_alpha2,58.941,0.0,18,71.16373266863998
ATP_Ca_trans_C,58.9335,0.0,5,71.14815391805577
Ribosomal_L9_N,58.892,0.0,1,71.13257516747157
Defensin,58.859,0.0,4,71.10920704159527
Defensin_propep,58.859,0.0,4,71.10920704159527
RasGAP,58.858177777777776,0.5076576930701759,23,71.08583891571895
Rib_5-P_isom_A,58.855,0.0,1,71.06247078984266
Sugar-bind,58.855,0.0,1,71.06247078984266
DHDPS,58.8335,0.0,2,71.03910266396635
Helicase_C,58.76404782608696,1.5292771168104211,117,71.02352391338215
CK_II_beta,58.6835,2.7697372619077076,1,71.00794516279795
OB_NTP_bind,58.67635294117647,0.0,17,70.99236641221374
Neurochondrin,58.668,0.0,1,70.97678766162954
FAD-oxidase_C,58.650666666666666,0.0,3,70.96120891104533
NRDE-2,58.64766666666666,0.0,7,70.94563016046112
DFF-C,58.608,0.0,1,70.93005140987692
Mustang,58.538,0.0,1,70.91447265929273
RIBIOP_C,58.471500000000006,0.0,2,70.89110453341641
AARP2CN,58.471500000000006,0.0,2,70.89110453341641
Inhibitor_I29,58.422714285714285,0.0,7,70.86773640754012
CLPTM1,58.36750000000001,0.0,2,70.85215765695591
tRNA-synt_His,58.31133333333333,0.0,3,70.8365789063717
SRP-alpha_N,58.302,0.0,1,70.8210001557875
DEK_C,58.1585,0.0,4,70.8054214052033
S1-like,58.138999999999996,0.0,9,70.7898426546191
Peptidase_M3,58.10966666666667,0.0,3,70.7742639040349
Tyr_Deacylase,58.0925,0.0,2,70.7586851534507
Hexapep,58.08925,0.0,10,70.74310640286649
Connexin,58.088047619047614,0.0,23,70.72752765228229
RNA_pol_Rpb6,58.071,0.0,1,70.71194890169808
PP1_inhibitor,58.05025,0.0,4,70.69637015111388
UBX,58.041666666666664,0.0,13,70.68079140052967
Ubie_methyltran,57.876,0.0,1,70.66521264994547
YIF1,57.8495,0.0,2,70.64963389936128
WAP,57.808749999999996,0.0,24,70.63405514877707
Sld5,57.80533333333333,0.0,3,70.61847639819287
IGFBP,57.79110000000001,0.0,20,70.60289764760867
Pinin_SDK_memA,57.788,0.0,1,70.57952952173235
Pinin_SDK_N,57.788,0.0,1,70.57952952173235
Wheel,57.743,0.0,1,70.55616139585605
SNRNP27,57.69,0.0,3,70.54058264527185
APS_kinase,57.667,0.0,2,70.51721451939554
ATP-sulfurylase,57.667,0.0,2,70.51721451939554
CENP-X,57.652,0.0,1,70.49384639351925
DAP,57.651,0.0,2,70.47826764293504
fn1,57.648666666666664,0.0,3,70.46268889235083
CLCA,57.60566666666667,0.0,3,70.44711014176663
GMP_PDE_delta,57.50233333333333,0.0,3,70.43153139118242
NBP1,57.496,0.0,1,70.41595264059822
Maf,57.454,0.0,1,70.40037389001402
TMEM119,57.452,0.0,1,70.38479513942983
NUC205,57.439,0.0,1,70.36921638884562
AAA_assoc,57.383500000000005,0.0,4,70.35363763826142
ZapB,57.3778,0.0,5,70.3380588876772
TFIID_30kDa,57.371,0.0,1,70.322480137093
NIF,57.315625,0.0,8,70.3069013865088
Rrp15p,57.309,0.0,1,70.2913226359246
Ldl_recept_b,57.299,0.0,157,70.27574388534039
PMM,57.2885,0.0,2,70.26016513475619
Rep_fac-A_C,57.272999999999996,0.0,2,70.244586384172
Peptidase_M16_M,57.265,0.0,2,70.22900763358778
MTCP1,57.2145,0.0,2,70.21342888300359
Ribosomal_L33,57.212,0.0,1,70.19785013241938
Adaptin_binding,57.199,0.0,1,70.17448200654307
DCA16,57.199,0.0,1,70.17448200654307
CBFD_NFYB_HMF,57.184666666666665,0.0,6,70.15111388066677
NIDO,57.10640000000001,0.0,5,70.13553513008257
WSLR,57.098,0.0,2,70.09658825362206
WCOB,57.098,0.0,1,70.09658825362206
WEF-hand,57.098,0.0,1,70.09658825362206
WC-rich,57.098,0.0,1,70.09658825362206
FAST,57.05866666666666,0.0,14,70.04985200186945
RAP,57.05866666666666,0.0,6,70.04985200186945
NDUFV3,57.049,0.0,1,70.02648387599315
PMSR,56.924,0.0,1,70.01090512540894
Cys_rich_FGFR,56.922,0.0,16,69.99532637482474
APOBEC2,56.91133333333334,0.0,3,69.97974762424055
DUF4519,56.874,0.0,1,69.96416887365633
TruB_C,56.84866666666667,0.0,3,69.94080074778003
TruB_N,56.84866666666667,0.0,3,69.94080074778003
TSP_C,56.793600000000005,0.0,5,69.91743262190371
FOLN,56.7358,0.0,5,69.90185387131952
RNA_pol_A_bac,56.727500000000006,0.0,2,69.88627512073532
UNC45-central,56.7035,0.0,2,69.87069637015111
Nup_retrotrp_bd,56.7,0.0,1,69.8473282442748
Nup153,56.7,0.0,2,69.8473282442748
eIF2A,56.60127272727273,55.762440764371135,12,69.8239601183985
MIOX,56.6,0.0,1,69.80838136781429
DIM1,56.5805,0.0,2,69.7928026172301
zf-CCHC,56.543193548387094,0.8697413408594487,58,69.7772238666459
Agenet,56.504333333333335,0.0,3,69.7538557407696
Tudor_FRX1,56.504333333333335,0.0,3,69.7538557407696
CHIP_TPR_N,56.455,0.0,1,69.73048761489329
THUMP,56.44566666666666,0.0,3,69.71490886430908
Prion,56.4265,0.0,2,69.69933011372488
ATE_N,56.405,0.0,1,69.67596198784858
ATE_C,56.405,0.0,1,69.67596198784858
DUF5664,56.403,0.0,1,69.65259386197226
Peptidase_M41,56.35966666666667,0.0,3,69.63701511138807
Pet100,56.336,0.0,1,69.62143636080387
Methyltransf,56.293,21.261827743634836,55,69.60585761021966
An_peroxidase,56.2513,0.0,12,69.59027885963546
Prenyltrans,56.084666666666664,0.0,14,69.57470010905126
RBM39linker,56.065,0.0,3,69.55912135846705
TANGO2,56.029,0.0,1,69.54354260788284
Ependymin,56.012,0.0,1,69.52796385729864
PRP1_N,56.009,0.0,1,69.51238510671443
DAP10,55.9915,0.0,3,69.49680635613024
Rpp20,55.934,0.0,1,69.48122760554604
4F5,55.9,0.0,3,69.46564885496184
HIND,55.809,0.0,1,69.44228072908552
SART-1,55.809,0.0,1,69.44228072908552
Helicase_PWI,55.7975,0.0,2,69.41891260320922
Ribonuclease_T2,55.767,1.5047232303649734,1,69.40333385262501
Glyco_hydro_2_C,55.7295,0.0,2,69.37996572674872
Glyco_hydro_2_N,55.7295,0.0,2,69.37996572674872
Ribosomal_L20,55.602,0.0,1,69.3565976008724
PET,55.593500000000006,0.0,6,69.34101885028821
Nup54,55.561,0.0,1,69.3176507244119
Nup54_C,55.561,0.0,1,69.3176507244119
HA2,55.54972222222222,0.0,18,69.29428259853559
Loricrin,55.509,0.0,1,69.27870384795139
Carn_acyltransf,55.49371428571429,0.0,7,69.2631250973672
NTP_transferase,55.411,0.0,3,69.24754634678298
MRP-S28,55.402,0.0,1,69.23196759619879
Nsp1_C,55.3905,0.0,2,69.21638884561459
Chromo,55.38670833333333,0.0,33,69.20081009503038
SRP_TPR_like,55.372,0.0,2,69.18523134444618
Es2,55.355,0.0,1,69.16965259386197
DUF3073,55.297,0.0,1,69.15407384327777
ADP_PFK_GK,55.266,0.0,1,69.13849509269356
BSD,55.23466666666667,0.0,5,69.12291634210936
Leptin,55.203,0.0,1,69.10733759152517
CHDNT,55.18233333333333,0.0,3,69.07618009035676
DUF1086,55.18233333333333,0.0,3,69.07618009035676
DUF1087,55.18233333333333,0.0,3,69.07618009035676
HIG_1_N,55.164,0.0,4,69.04502258918835
PTPLA,55.151,0.0,4,69.02944383860414
TSP1_spondin,54.9315,0.0,34,69.01386508801994
WD40,54.88984054834055,83.8953319807882,788,68.99828633743573
ANTH,54.87175,0.0,4,68.98270758685153
ANAPC4_WD40,54.842761363636356,5.678271039673961,109,68.96712883626734
CLIP1_ZNF,54.812,0.0,2,68.95155008568314
LRRFIP,54.80133333333333,0.0,5,68.93597133509893
Suf,54.76385714285715,0.0,10,68.92039258451473
Utp12,54.753166666666665,83.36576818155038,3,68.90481383393052
LST1,54.749,0.0,1,68.8892350833463
E1-E2_ATPase,54.74426388888889,208.49538418032182,40,68.87365633276211
Pep3_Vps18,54.737,0.0,1,68.85807758217791
DUF4954,54.705,0.0,1,68.8424988315937
Cadherin_pro,54.662375,0.0,9,68.8269200810095
SEP,54.6285,0.0,4,68.81134133042531
Archease,54.621,0.0,1,68.7957625798411
P4Ha_N,54.60433333333333,0.0,3,68.78018382925688
Peptidase_M19,54.53833333333333,0.0,3,68.76460507867269
NUDIX,54.52492592592593,0.0,27,68.74902632808849
DTHCT,54.52066666666667,0.0,3,68.73344757750428
TMEM173,54.492,0.0,1,68.71786882692008
MRP-S24,54.433,0.0,1,68.70229007633588
DUF1917,54.397,0.0,1,68.68671132575167
IMUP,54.35,0.0,1,68.67113257516748
vATP-synt_AC39,54.265499999999996,0.0,2,68.65555382458327
MHC_II_beta,54.25378571428571,0.5197234841721158,7,68.63997507399905
Dynactin_p62,54.235,0.0,2,68.62439632341486
CTNNBL,54.222,0.0,1,68.60881757283066
TRF,54.1985,0.0,2,68.59323882224646
Nckap1,54.197500000000005,0.0,2,68.57766007166225
NAGidase,54.183,0.0,1,68.56208132107805
RIX1,54.17000000000001,0.0,3,68.54650257049386
HTH_Tnp_1,54.165,0.0,1,68.52313444461754
HTH_Tnp,54.165,0.0,1,68.52313444461754
Keratin_assoc,54.138,0.0,1,68.49976631874124
Med10,54.127,0.0,1,68.48418756815703
DUF2053,54.086,0.0,1,68.46860881757283
zf-NOSIP,54.0655,0.0,2,68.45303006698863
TRAPP,54.06275,0.0,4,68.43745131640443
FGE-sulfatase,54.061,0.0,2,68.42187256582022
tRNA-synt_1e,54.06,0.0,2,68.40629381523601
PolyA_pol_RNAbd,53.923,0.0,1,68.38292568935971
PolyA_pol,53.923,0.0,1,68.38292568935971
Fis1_TPR_C,53.917833333333334,0.0,6,68.3595575634834
DUF1681,53.911,0.0,2,68.34397881289921
CpXC,53.855,0.0,1,68.328400062315
Peptidase_M48,53.783500000000004,0.0,2,68.3128213117308
Mucin2_WxxW,53.725,0.0,12,68.2972425611466
U3_assoc,53.708,0.0,3,68.28166381056239
DNA_pol3_delta2,53.683,0.0,1,68.26608505997818
DNA_pol3_delta,53.675666666666665,0.0,3,68.25050630939398
D123,53.607,0.0,1,68.23492755880979
PCO_ADO,53.592,0.0,1,68.21934880822558
SEEEED,53.477,0.0,1,68.20377005764138
Peptidase_M28,53.41049999999999,0.0,12,68.18819130705718
AAA,53.38028346456693,7.389265863399423,233,68.17261255647297
EXOSC1,53.377,0.0,2,68.15703380588877
DUF4615,53.33,0.0,1,68.14145505530456
Frataxin_Cyay,53.242,0.0,1,68.12587630472035
Ca_hom_mod,53.1895,0.0,6,68.11029755413615
AdoMet_MTase,53.185,0.0,1,68.09471880355196
GBP_C,53.135299999999994,0.0,10,68.07914005296776
V-ATPase_H_C,53.0935,0.0,2,68.06356130238355
TAP42,53.079,0.0,1,68.04798255179935
CGI-121,53.077,0.0,1,68.03240380121515
Staufen_C,53.04625,0.0,4,68.01682505063094
CPT_N,52.93133333333333,0.0,3,68.00124630004673
FAM195,52.856,0.0,2,67.98566754946253
DARPP-32,52.84,0.0,3,67.97008879887832
Exportin-T,52.83,0.0,1,67.95451004829413
NUFIP2,52.779,0.0,1,67.93893129770993
TROVE,52.7515,0.0,3,67.92335254712573
Mre11_DNA_bind,52.736,0.0,1,67.90777379654152
Mpp10,52.728,0.0,1,67.89219504595732
Lectin_C,52.628970238095235,1.0478488281554101,114,67.87661629537311
PPP4R2,52.627,0.0,1,67.8610375447889
Nbl1_Borealin_N,52.61,0.0,1,67.83766941891261
Borealin,52.61,0.0,1,67.83766941891261
MIC19_MIC25,52.576,0.0,9,67.8143012930363
NADH_dehy_S2_C,52.494,0.0,1,67.7987225424521
Bax1-I,52.479388888888884,0.8174358282662519,6,67.7831437918679
MRP-L51,52.453,0.0,1,67.76756504128369
NESP55,52.414500000000004,0.0,2,67.75198629069948
RNase_HII,52.41,0.0,1,67.73640754011528
Par3_HAL_N_term,52.397999999999996,0.0,3,67.72082878953108
Toprim,52.32225,0.0,4,67.70525003894687
Calpain_III,52.24269230769231,0.0,15,67.68967128836267
Colipase-like,52.24,0.0,1,67.67409253777848
TPR,52.22684810126582,11.512273667699183,638,67.65851378719427
CR6_interact,52.221,0.0,1,67.64293503661007
UPF0542,52.203,0.0,1,67.62735628602586
DUF1077,52.123,0.0,1,67.61177753544165
MRP-L28,52.096,0.0,1,67.59619878485745
COMM_domain,52.050444444444445,0.0,9,67.58062003427325
IFP_35_N,51.903000000000006,0.0,2,67.56504128368906
FAM192A_Fyv6_N,51.861,0.0,1,67.54946253310484
VPS28,51.742,0.0,1,67.53388378252065
V-ATPase_H_N,51.710499999999996,0.0,3,67.51830503193645
HEXIM,51.69499999999999,0.0,2,67.50272628135224
TatD_DNase,51.66266666666667,0.0,3,67.48714753076803
ECR1_N,51.658500000000004,0.0,2,67.47156878018383
GBBH-like_N,51.644000000000005,0.0,2,67.44820065430753
TauD,51.644000000000005,0.0,2,67.44820065430753
RCSD,51.589,0.0,1,67.42483252843122
GPP34,51.557,0.0,2,67.40925377784701
YqjK,51.528,0.0,1,67.39367502726282
Nucleoporin_C,51.5125,0.0,2,67.3780962766786
HTH,51.50733333333334,0.0,15,67.36251752609441
NIBRIN_BRCT_II,51.502,0.0,1,67.3391494002181
Nbs1_C,51.502,0.0,1,67.3391494002181
SHS2_Rpb7-N,51.35566666666667,0.0,3,67.3157812743418
Granulin,51.346,0.0,8,67.30020252375759
SPT_ssu-like,51.3295,0.0,2,67.2846237731734
UBA,51.31467346938775,0.0,55,67.2690450225892
Lipid_desat,51.278,0.0,1,67.25346627200499
