Domain,mean,count_domain,domain_abundance_std
Mago-bind,158.168,1,0.0
PNP_phzG_C,157.824,1,0.0
Putative_PNPOx,157.824,1,0.0
Nop16,157.761,2,0.0
Ribosomal_S14,157.70749999999998,2,0.0
GARS_A,157.343,1,0.0
GARS_C,157.343,1,0.0
GARS_N,157.343,1,0.0
PCMT,157.30766666666668,3,0.0
CNRIP1,157.2,1,0.0
PGM_PMM_I,156.91225,5,0.0
PGM_PMM_III,156.91225,4,0.0
OCIA,156.865,2,0.0
NDUF_B5,156.778,1,0.0
Transglut_C,156.77477777777779,17,0.0
Transglut_N,156.77477777777779,9,0.0
Gal_mutarotas,156.40839999999997,7,0.0
VIT,155.62529999999998,10,0.0
Tma16,155.564,1,0.0
NDUF_B7,155.384,1,0.0
APEH_N,154.76,1,0.0
NAMPT_N,154.7215,1,14.944701820377675
PfkB,154.58700000000002,3,0.0
PYNP_C,154.436,1,0.0
Glycos_trans_3N,154.436,1,0.0
AlaDh_PNT_C,154.139,2,0.0
AlaDh_PNT_N,154.139,2,0.0
QRPTase_C,154.088,1,0.0
QRPTase_N,154.088,1,0.0
Fis1_TPR_N,154.088,1,0.0
ATPase,154.004,2,0.0
eIF3g,153.915,1,0.0
Fasciclin,153.68200000000002,22,0.0
Statherin,153.465,1,0.0
Pr_beta_C,153.456,2,0.0
Smoothelin,153.367,3,0.0
SF3b10,153.219,1,0.0
hNIFK_binding,153.194,1,0.0
TIP120,153.167,2,0.0
PYC_OADA,152.952,1,0.0
COX7C,152.529,1,0.0
GSH_synth_ATP,152.38,1,0.0
ubiquitin,152.3784095744681,59,532.688848496709
Vitellogenin_N,151.7725,3,0.0
COX7a,151.456,3,0.0
Serglycin,151.304,2,0.0
AHSP,151.3,1,0.0
eIF-5_eIF-2B,151.278,2,0.0
Cornichon,151.19775,6,0.0
Tnp_22_dsRBD,151.187,2,0.0
Aminotran,150.97615384615386,13,0.0
S-AdoMet_synt_N,150.9135,2,0.0
S-AdoMet_synt_M,150.9135,2,0.0
S-AdoMet_synt_C,150.9135,2,0.0
KH,150.6773780487805,106,7.386955428320927
PEPCK_GTP,150.18849999999998,2,0.0
PEPCK_N,150.18849999999998,2,0.0
Parathyroid,149.59550000000002,2,0.0
SPC22,149.354,1,0.0
DUF3544,148.969,1,0.0
Rtt106,148.7775,2,0.0
Herpes_gE,148.46685714285715,8,0.0
CD47,148.083,1,0.0
ArsA_ATPase,148.054,1,0.0
PNTB,148.041,3,0.0
CS,148.00638461538463,14,0.0
TCR_zetazeta,147.94050000000001,2,0.0
PMAIP1,147.759,1,0.0
zf-FPG_IleRS,147.722,1,0.0
PCNP,147.588,1,0.0
PNP_UDP,147.294625,4,21.3355329087417
Ham1p_like,147.223,1,0.0
SRPRB,146.811,1,0.0
RRM,146.61451643192487,381,150.1991946305527
L51_S25_CI-B8,146.547,3,0.0
IPP-2,146.385,2,0.0
Ribosomal_L37e,146.341,1,0.0
CAF1C_H4-bd,145.83366666666666,3,0.0
eIF-1a,145.76200000000003,3,0.0
STAR_dimer,145.632,1,0.0
Quaking_NLS,145.632,1,0.0
DNAPKcs_CC5,145.502,1,0.0
NUC194,145.502,1,0.0
Tubulin-binding,145.29233333333335,12,0.0
UBA2_C,145.124,1,0.0
UAE_UbL,145.124,1,0.0
PI31_Prot_C,144.882,1,0.0
MCM6_C,144.873,1,0.0
HAUS4,144.451,1,32.08426308955842
FKBP_C,144.25723529411766,25,0.0
Peptidase_M49,144.171,1,0.0
3Beta_HSD,143.90133333333333,6,0.0
Nop10p,143.88,1,0.0
3-HAO,143.767,2,0.0
Spermine_synt_N,143.251,2,0.0
EF-hand,143.17401121076233,400,725.3996041007329
Acyl-CoA_dh_N,142.9431818181818,11,0.0
Rpn3_C,142.921,1,0.0
EpCAM_N,142.882,1,0.0
NTR,142.68441176470589,17,0.0
Spectrin,142.64825,344,56.975128894106064
Apc13p,142.488,1,0.0
Pribosyltran,142.4723125,8,23.03117497002704
SF1-HH,142.438,1,0.0
Vta1,142.135,1,0.0
Nop,142.08166666666668,3,0.0
2-oxoacid_dh,141.3985,4,0.0
VASP_tetra,141.09833333333333,3,0.0
Asp-B-Hydro_N,140.8925,2,0.0
TMEM43,140.851,1,0.0
Arg_tRNA_synt_N,140.42700000000002,2,0.0
PMG,139.98430769230768,16,0.0
TMEM33_Pom33,139.876,1,0.0
EMP24_GP25L,139.77833333333334,9,0.0
Lectin_leg-like,139.65025,4,0.0
gag-asp_proteas,139.3,1,0.0
Thymidylat_synt,139.04,1,0.0
Glutaredoxin,138.9745,7,0.0
SpmSyn_N,138.83,1,0.0
RnaseA,138.37333333333333,15,0.0
EFTUD2,138.102,1,0.0
2Fe-2S_thioredx,137.764,1,0.0
STPPase_N,137.75533333333334,6,18.21642912318438
CPSF_A,137.7446666666667,3,0.0
MMS1_N,137.7446666666667,3,0.0
Polysacc_synt,137.716,1,0.0
LAMTOR,137.442,1,0.0
Stathmin,137.3874,5,0.0
HgmA,137.198,1,0.0
SCAMP,137.1235,4,0.0
THF_DHG_CYH,137.0875,4,3.3842130547588174
THF_DHG_CYH_C,137.0875,4,3.3842130547588174
DZF,137.048,5,0.0
Prenylcys_lyase,136.927,2,0.0
Cse1,136.78766666666667,3,0.0
tRNA-synt_1c,136.45266666666666,3,0.0
HAD,135.9765,6,0.0
Fascin,135.82899999999998,12,0.0
U1snRNP70_N,135.8225,2,0.0
NAPRTase,135.73275,2,14.944701820377675
Lyase_aromatic,135.426,1,0.0
TIP49,135.283,5,0.0
LEDGF,135.0845,2,0.0
Hemopexin,134.92754545454545,87,0.0
WGR,134.91933333333336,3,0.0
CBAH,134.815,3,0.0
NAAA-beta,134.815,2,0.0
Sushi,134.52024509803923,324,84.2174230162619
SF3b1,134.454,3,0.0
Palm_thioest,134.044,2,0.0
IL3,133.4645,2,0.0
B3,133.3515,2,0.0
Ald_Xan_dh_C,133.282,2,0.0
Ald_Xan_dh_C2,133.282,2,0.0
CO_deh_flav_C,133.282,2,0.0
TIP41,133.193,1,0.0
MCM_OB,133.0045,8,0.0
SapA,132.66966666666667,5,0.0
Adenylsucc_synt,132.5315,2,0.0
AIRS_C,132.50625,5,0.0
Plectin,132.4745,117,56.975128894106064
eIF3m_C_helix,132.332,1,0.0
P-mevalo_kinase,132.135,1,0.0
IL8,131.9416829268293,41,0.0
ThiF,131.8184,10,0.0
GSHPx,131.80087500000002,8,0.0
MazG-like,131.717,1,0.0
Tho1_MOS11_C,131.678,5,36.00446308445663
Aldose_epim,131.508,1,0.0
Acylphosphatase,131.358,2,0.0
STT3,131.2015,4,0.0
tRNA-synt,130.96754545454544,14,0.0
tRNA-synt_2b,130.93483333333333,8,8.429097480355374
Fructosamin_kin,130.4545,2,0.0
SRP68,130.401,1,0.0
CAP18_C,130.281,1,0.0
Elf1,130.248,1,0.0
RAD51_interact,130.0255,2,0.0
FAA_hydrolase_N,129.731,1,0.0
Lipase_GDSL,129.5584,7,0.0
PCI,129.50735294117646,17,1.8540339802711225
MHC_I,129.46375,25,0.0
Sam68-YY,129.28166666666667,3,0.0
Qua1,129.28166666666667,3,0.0
XendoU,129.057,1,0.0
tRNA_bind,128.70675,4,0.0
vATP-synt_E,128.6055,2,0.0
Vps5,128.215,9,0.0
UPF0556,128.2035,2,0.0
eIF3h_C,127.989,1,0.0
Septin,127.95438461538461,13,0.0
Fer2,127.9495,8,1.0026774157225238
PNTB_4TM,127.8555,2,1.8526197667087545
CD36,127.41866666666665,3,0.0
MRP-S27,127.388,2,0.0
NAD_binding,127.12048484848484,35,0.0
His_Phos,126.89455000000001,26,0.0
Thi4,126.756,1,0.0
ETF_QO,126.756,1,0.0
Rieske,126.7435,4,0.0
WAPL,126.728,2,0.0
MHCassoc_trimer,126.552,1,0.0
MHC2-interact,126.552,1,0.0
DUF3385,126.43675000000002,4,0.0
CoA_trans,126.4115,4,0.0
Bap31_Bap29_C,125.79866666666665,4,0.0
COX8,125.018,2,0.0
NDUFA12,124.9625,2,0.0
EnY2,124.879,1,0.0
DUF5050,124.75033333333334,4,0.0
cEGF,124.50489583333332,130,0.0
RPN13_C,124.242,1,0.0
Proteasom_Rpn13,124.242,1,0.0
SAP,124.08694736842105,19,36.00446308445663
Seryl_tRNA_N,123.66822222222224,3,8.429097480355374
SERRATE_Ars2_N,123.384,1,0.0
ARS2,123.384,1,0.0
TRAP_alpha,123.114,1,0.0
Exportin-5,122.927,1,0.0
CBF_beta,122.851,1,0.0
MaoC_dehydratas,122.6775,2,0.0
Ist1,122.631,1,0.0
Toxin_TOLIP,122.29249999999999,2,0.0
PPAK,122.276,34,0.0
Titin_Z,122.276,8,0.0
Propep_M14,122.21725,8,0.0
Sorting_nexin,122.18299999999999,2,0.0
tRNA-synt_2c,122.16733333333333,3,2.791657572124487
CSN8_PSD8_EIF3K,121.88100000000001,3,0.0
Ribosomal_L12,121.79,1,0.0
Ribosomal_L12_N,121.79,1,0.0
DUF815,121.74000000000001,2,0.0
LIM,121.71419285714286,164,18.47760977958639
FMN_dh,121.4985,2,0.0
DUF842,121.199,1,0.0
FERM_N,121.18281818181818,33,0.0
Alpha-2-MRAP_C,120.638,1,0.0
Alpha-2-MRAP_N,120.638,1,0.0
NTF2,120.32428571428571,7,0.0
BRICHOS,120.28366666666668,9,0.0
SMODS,120.03866666666666,3,0.0
Prefoldin,119.98877272727273,12,0.12657211383239095
Transglut_core,119.97608333333334,12,0.0
Rep_fac-A,119.813,1,0.0
eIF3_N,119.775,1,0.0
PSP94,119.567,2,0.0
COQ9,119.071,1,0.0
JAB,118.85300000000001,12,0.0
WIF,118.7045,2,0.0
DUF1593,118.651,1,0.0
OPA1_C,118.651,1,0.0
MCM_lid,118.40377777777778,9,0.0
MCM,118.40377777777778,9,0.0
Myosin_head,118.35351282051283,43,0.0
Peptidase_M20,118.34880000000001,5,20.97137291643062
CusF_Ec,118.071,1,0.0
tRNA_synt_1c_R1,117.971,1,0.0
tRNA_synt_1c_R2,117.971,1,0.0
PurA,117.74066666666666,3,0.0
DAO_C,117.693,1,0.0
Trimer_CC,117.452,9,0.10889444430272825
MMS19_C,117.25766666666668,3,0.0
DUF382,117.23,1,0.0
DUF1075,117.0505,2,0.0
Acyl-CoA_dh_M,116.81726666666667,15,0.0
Acyl-CoA_dh,116.81726666666667,17,0.0
NAPRTase_C,116.744,1,0.0
NAPRTase_N,116.744,1,0.0
FERM_C,116.46661538461537,26,0.0
Pentaxin,116.45309090909092,11,0.0
EF_TS,116.284,2,0.0
CHCH,116.25339999999998,10,0.0
Pterin_4a,116.18249999999999,2,0.0
CD45,116.061,1,0.0
PTP_N,116.061,1,0.0
CKS,115.45599999999999,2,0.0
Nup192,115.436,1,0.0
tRNA_SAD,115.40183333333334,6,2.791657572124487
Ebp2,115.3015,2,0.0
NAP,115.01607894736841,26,0.7672108575874044
Complex1_49kDa,114.926,1,0.0
Dppa2_A,114.8775,3,0.0
DCR,114.8775,2,0.0
2-oxogl_dehyd_N,114.821,2,0.0
MPC,114.5395,2,0.0
ADP_ribosyl_GH,114.51566666666668,3,0.0
PTH2,114.3575,2,0.0
BLACT_WH,114.289,1,0.0
MDFI,114.089,2,0.0
adh_short,113.90323863636364,48,35.73822756517173
DUF5089,113.868,2,0.0
TB2_DP1_HVA22,113.86500000000001,6,0.0
QIL1,113.859,1,0.0
FAM25,113.5306,5,0.0
PhetRS_B1,113.478,1,0.0
tRNA_synthFbeta,113.478,1,0.0
B5,113.478,1,0.0
CD99L2,113.47149999999999,4,0.0
GMP_synt_C,113.466,2,0.0
Gp58,113.441,1,0.0
Urocanase_N,113.383,1,0.0
Urocanase,113.383,1,0.0
Urocanase_C,113.383,1,0.0
USP7_ICP0_bdg,113.354,1,0.0
USP7_C2,113.354,1,0.0
TK,113.024,1,0.0
CHORD,112.9905,4,0.0
ADD_DNMT3,112.65633333333334,3,0.0
TgpA_N,112.647,1,0.0
MAPKK1_Int,112.52,1,0.0
Trypsin,112.48676495726495,124,97.03684243368599
Coatomer_WDAD,112.23354545454545,12,0.04808326112068496
Oxidored_q6,112.195,1,0.0
LYRIC,112.1075,2,0.0
Thyroglobulin,112.07441176470587,31,0.0
DUF4538,112.007,1,0.0
RNA_pol_Rpb5_C,111.876,1,0.0
RNA_pol_Rpb5_N,111.876,1,0.0
DUF4089,111.811,1,0.0
ADSL_C,111.811,1,0.0
Peptidase_S24,111.792,2,0.0
Hydrolase_like,111.76616666666666,6,0.0
Kunitz_BPTI,111.69705882352942,26,31.50302131542307
ATP-synt_D,111.657,1,0.0
NTPase_I-T,111.517,1,0.0
UPF0669,111.449,1,0.0
RNA_pol_Rpb8,111.254,1,0.0
p25-alpha,111.00500000000002,7,0.36306610968252045
AAA_PrkA,110.8365,2,0.0
Lon_C,110.8365,2,0.0
Mago_nashi,110.82374999999999,2,4.876915469843612
BRI3BP,110.803,2,0.0
ShK,110.718,2,0.0
NADHdh,110.347,1,0.0
G-gamma,110.3130625,16,0.0
Arf,110.08306666666667,30,0.0
Alpha_adaptin_C,109.963,2,0.0
Yos1,109.955,1,0.0
HMGL-like,109.83433333333333,3,0.0
Rep-A_N,109.714,1,0.0
RmlD_sub_bind,109.688,1,0.0
DPM3,109.669,1,0.0
B2-adapt-app_C,109.668,3,0.0
Itfg2,109.424,1,0.0
HYPK_UBA,109.41874999999999,5,0.0
CRM1_C,109.00533333333333,3,0.0
TRAP_beta,108.9,1,0.0
SCP2,108.8096,5,0.0
SGTA_dimer,108.7235,2,0.0
DUF3456,108.72319999999999,6,0.0
Snf7,108.46468181818182,11,15.414220723085553
DUF4714,108.342,1,0.0
ARD,108.327,1,0.0
EVE,108.133,1,0.0
Syntaxin-6_N,108.1255,4,0.0
SAP18,108.119,1,0.0
DUF1682,108.1145,2,5.436236933762174
FAO_M,107.896,3,0.0
API5,107.895,1,0.0
MM_CoA_mutase,107.859,1,0.0
PARP_reg,107.79625,4,0.0
MA3,107.51228571428571,8,0.0
MTP_lip_bd,107.498,1,0.0
CSN4_RPN5_eIF3a,107.249,1,0.0
SMAP,107.093,3,0.0
TSR,107.053,1,0.0
ESCRT-II,107.021,1,0.0
E3_binding,106.99066666666666,3,0.0
NDUF_B12,106.707,1,0.0
HGTP_anticodon,106.5691,10,0.0
DUF2462,106.54,1,0.0
LAMTOR5,106.505,1,0.0
IBN_N,106.40658823529412,17,0.0
Dynamin_N,106.39313333333332,15,0.0
DUF959,106.317,1,0.0
zf-rbx1,106.04150000000001,2,0.0
tRNA-synt_1d,105.89250000000001,2,0.0
Biotin_lipoyl,105.8728888888889,10,0.0
zf-UBP_var,105.82300000000001,2,0.0
CSN5_C,105.735,1,0.0
DUF775,105.67,1,0.0
Spermine_synth,105.599,3,0.0
Asp_Arg_Hydrox,105.568,3,0.0
PRP21_like_P,105.418,3,0.0
Pyr_redox,105.414,18,15.356945073809447
Tctex-1,105.30799999999999,2,0.0
SF3A3,104.594,1,0.0
SF3a60_bindingd,104.594,1,0.0
SF3a60_Prp9_C,104.594,1,0.0
Leuk-A4-hydro_C,104.54950000000001,4,0.0
PHAT,104.4215,5,0.0
PGM_PMM_IV,104.18499999999999,3,0.0
Calsarcin,104.06566666666667,9,0.0
NosD,104.0325,2,0.0
DcpS,104.002,1,0.0
SUI1,103.956,4,0.0
Pentapeptide,103.93833333333333,16,0.0
HD,103.869,4,0.0
PT,103.811,2,0.0
Ser_hydrolase,103.727,1,0.0
IMPDH,103.6705,4,0.0
Peptidase_C69,103.62433333333333,3,0.0
Heme_oxygenase,103.60300000000001,2,0.0
Adeno_E1A,103.527,1,0.0
Cid2,103.526,1,0.0
DUF4731,103.411,1,0.0
CARM1,103.328,1,0.0
Peptidase_C1,103.15685714285713,14,0.0
AIRS,102.93866666666666,3,0.0
ICAT,102.892,2,0.0
LRRNT,102.86925,70,0.0
eRF1,102.8655,6,0.0
Cation_ATPase_C,102.8095,17,208.49538418032182
DNA_pol_phi,102.694,1,0.0
Dynactin_p22,102.571,1,0.0
RED_N,102.458,1,0.0
RED_C,102.458,1,0.0
SDF,102.28914285714286,7,0.0
COX7B,101.99,2,0.0
Glyco_hydro_63N,101.939,1,0.0
LUC7,101.57600000000001,3,0.0
Phospholip_A2,101.54520000000001,12,0.0
FERM_M,101.4288695652174,48,0.0
CorA,101.415,1,0.0
Dynactin,101.3745,2,6.6545819177466
SapB,101.17699999999999,20,0.0
MAP17,101.0615,2,0.0
tRNA_anti-codon,101.04918181818181,11,0.0
Proteasom_PSMB,100.857,1,0.0
SRP19,100.746,1,0.0
BRO1,100.698,5,0.0
RanGAP1_C,100.583,1,0.0
RPN7,100.57875,4,0.0
Methyltransf_1N,100.571,1,0.0
DNA_binding,100.571,1,0.0
zf-Tim10_DDP,100.53716666666666,6,0.0
ATP_bind,100.50450000000001,4,0.0
T4SS,100.117,1,0.0
GILT,100.023,1,0.0
COP-gamma_platf,99.85600000000001,2,0.0
Coatomer_g_Cpla,99.85600000000001,2,0.0
Dynein_IC2,99.58250000000001,2,0.0
Laps,99.577,1,0.0
WKF,99.495,1,0.0
Vps4_C,99.39472727272727,12,0.0
Sdh_cyt,99.349,1,0.0
SNAP,98.886,4,0.0
Peptidase_M24,98.75555555555555,9,0.0
Formyl_trans_N,98.70349999999999,4,0.0
PPI_Ypi1,98.578,1,0.0
Ras,98.51867164179104,136,76.32535620617831
GrpE,98.35733333333333,3,0.0
UQ_con,98.29969736842105,38,70.63995467509869
Hormone,98.2055,24,0.0
Peptidase_M18,98.125,1,0.0
DUF2201,98.1,1,0.0
RRS1,98.07,1,0.0
FAA_hydrolase,98.018,4,0.0
E1_dh,97.97949999999999,6,0.0
Integrin_B_tail,97.8175,6,6.573264637910145
Ribonuc_red_sm,97.811,2,0.0
Reticulon,97.47357142857143,7,48.41842973496765
Ccdc124,97.29,1,0.0
ETC_C1_NDUFA4,97.289,1,0.0
THB,97.11,5,0.0
DNA_methylase,96.91350000000001,6,0.0
Carb_kinase,96.706,1,0.0
Cation_ATPase_N,96.66519444444444,18,208.49538418032182
MACPF,96.55763636363636,11,0.0
Endostatin,96.41149999999999,2,0.0
Collagen_trimer,96.41149999999999,2,0.0
HupF_HypC,95.835,1,0.0
COX1,95.697,1,0.0
CaMKII_AD,95.6925,4,0.0
PCC_BT,95.682,1,0.0
DUF498,95.6285,2,0.0
SFXNs,95.4046,5,0.0
Pacifastin_I,95.318,3,0.0
GTP_EFTU_D4,95.237,1,0.0
ARMET_C,95.193,6,0.0
Sacchrp_dh_C,95.039,2,0.0
Sacchrp_dh_NADP,95.039,2,0.0
FACT-Spt16_Nlob,95.006,1,0.0
SPT16,95.006,1,0.0
DUF1394,94.99875,4,0.0
Vac14_Fab1_bd,94.9588,13,0.0
Ocular_alb,94.678,1,0.0
UPF1_1B_dom,94.57,1,0.0
UPF1_Zn_bind,94.57,1,0.0
Anticodon,94.52966666666667,9,0.0
Flavodoxin,94.41666666666667,9,0.0
ARGLU,94.321,2,0.0
FtsK_SpoIIIE,94.269,3,0.0
SNase,94.0875,9,0.0
Na_K-ATPase,94.0838,5,0.0
SAB,93.853,4,0.0
4_1_CTD,93.853,4,0.0
Coiled-coil,93.763,1,0.0
ECM1,93.721,1,0.0
MRP-S23,93.64,1,0.0
tRNA-synt_2d,93.623,3,0.0
ERG4_ERG24,93.183,3,0.0
OxoGdeHyase_C,93.16066666666667,3,0.0
DUF4611,93.073,1,0.0
PMI_typeI,93.059,1,0.0
GalKase_gal_bdg,92.97800000000001,3,0.0
Epiglycanin_C,92.91900000000001,2,0.0
DnaJ_C,92.90333333333334,9,0.0
Mit_proteolip,92.861,1,0.0
PRMT5,92.739,1,0.0
PRMT5_TIM,92.739,1,0.0
EGF_CA,92.73207746478873,312,0.7898382745853739
POTRA,92.711,1,0.0
Omp85,92.711,1,0.0
DKCLD,92.709,1,0.0
UPAR_LY6,92.68752380952381,26,0.0
ApoO,92.68299999999999,2,0.0
PABP,92.6472,5,0.0
CBFB_NFYA,92.502,1,0.0
MHC_II_alpha,92.40050000000001,6,0.0
Macro,92.249375,12,0.0
Paxillin,92.237,2,0.0
Cybc1_Eros,92.149,1,0.0
Glycohydro_20b2,92.1385,2,0.0
SLD5_C,91.936,1,0.0
Integrin_b_cyt,91.85966666666667,6,6.573264637910145
DDRGK,91.808,1,0.0
SF3A2,91.803,1,0.0
RRM_occluded,91.777,1,0.0
zf-LITAF-like,91.772,2,0.0
NNMT_PNMT_TEMT,91.69033333333334,3,0.0
DUF4598,91.661,1,0.0
DUF908,91.629,1,0.0
DUF913,91.629,1,0.0
Vta1_C,91.56,2,0.0
UPF0640,91.526,1,0.0
GCV_T,91.4725,4,0.0
GCV_T_C,91.4725,4,0.0
HMG_box,91.46416666666666,63,9.973741148636254
Urm1,91.426,1,0.0
Somatomedin_B,91.41925,13,0.0
DUF1388,91.376,17,0.0
cwf18,91.29,1,0.0
RNase_PH_C,91.094,7,0.0
EGF_Tenascin,91.04400000000001,22,0.0
Mo25,90.8975,2,0.0
Crisp,90.84433333333334,3,0.0
ERG2_Sigma1R,90.688,1,0.0
Nic96,90.687,1,0.0
Peptidase_S9_N,90.663,2,0.0
Phospho_p8,90.5885,2,0.0
PI31_Prot_N,90.556,2,0.0
GFA,90.55,1,0.0
Trefoil,90.44574999999999,11,0.0
COX14,90.442,1,0.0
DUF2046,90.373,1,0.0
HEAT_EZ,90.057625,23,0.0
RNase_PH,89.91585714285713,8,0.0
AMP_N,89.8905,2,0.0
2_5_RNA_ligase2,89.889,1,0.0
G2F,89.47466666666668,3,0.0
NTPase,89.414,1,0.0
Gla,89.22586363636364,11,4.906613954653452
BUD22,89.099,5,0.0
Transposase,89.08500000000001,2,0.0
IP_trans,89.0672,5,0.0
COPIIcoated_ERV,88.85666666666667,3,0.0
ERGIC_N,88.85666666666667,3,0.0
SLC3A2_N,88.59166666666665,3,0.0
Hexokinase,88.5096,18,0.0
W2,88.46742857142856,8,0.0
CYSTM,88.399,1,0.0
SQS_PSY,88.28649999999999,2,0.0
Pescadillo_N,88.257,1,0.0
DFP,88.204,2,0.0
P19Arf_N,88.089,1,0.0
URO-D,88.048,1,0.0
Beta_elim_lyase,87.928,1,0.0
GDC-P,87.928,1,0.0
Sen15,87.848,1,0.0
CLP_protease,87.54,1,0.0
BCAS2,87.502,1,0.0
Peptidase_M1,87.47925000000001,14,46.00083165009085
Peptidase_M1_N,87.47925000000001,14,46.00083165009085
DUF1445,87.341,1,0.0
DUF4392,87.341,1,0.0
CHRDL_1_2_C,87.18599999999999,2,0.0
SPRR2,86.75850000000001,6,0.0
Motile_Sperm,86.72159259259259,12,90.14674929986845
MIF4G_like,86.511,2,0.0
eIF-3c_N,86.48400000000001,2,1.8540339802711225
COX6A,86.33500000000001,2,0.0
Peptidase_M48_N,86.277,1,0.0
Lsm_interact,86.2325,2,0.0
TPPII,86.126,1,0.0
Caprin-1_dimer,86.084,2,0.0
Caprin-1_C,86.084,2,0.0
ERO1,86.074,2,0.0
GRIM-19,86.005,1,12.389925019950695
ERAP1_C,85.9946875,8,46.00083165009085
Aminotran_1,85.94058823529411,17,0.0
Amidase,85.87485714285715,9,0.0
G-alpha,85.7856875,17,0.0
Synaphin,85.77525,4,0.0
Aha1_N,85.5805,2,0.0
AHSA1,85.5805,2,0.0
MWFE,85.549,1,0.0
DUF1731,85.512,1,0.0
Hat1_N,85.506,1,0.0
tRNA-synt_1g,85.504,2,0.0
Pribosyl_synth,85.4991,5,23.03117497002704
Pribosyltran_N,85.4991,5,23.03117497002704
Fer4,85.37,8,0.0
UFD1,85.3,1,0.0
Man-6-P_recep,85.064,2,0.0
Granin,84.812,4,0.0
Kringle,84.66711764705882,70,0.0
Glutaminase,84.66550000000001,2,0.0
SCO1-SenC,84.63633333333333,3,0.0
DUF4505,84.576,1,0.0
EMC3_TMCO1,84.529,3,0.0
Peptidase_S10,84.51766666666667,3,0.0
VWA,84.448075,108,84.2174230162619
Cobalamin_bind,84.44766666666666,3,0.0
DUF4430,84.44766666666666,3,0.0
AGTRAP,84.445,1,0.0
CEND1,84.3475,2,0.0
UPF0113,84.275,1,0.0
UPF0113_N,84.275,1,0.0
La,84.23657142857144,7,0.0
DUF2368,84.1,1,0.0
Erg28,84.027,1,0.0
PAN,83.964125,14,0.0
LBR_tudor,83.748,1,0.0
Adaptin_N,83.61675,21,0.0
Vps23_core,83.414,1,0.0
SIS,83.39450000000001,4,0.0
NOG1,83.328,1,0.0
NOGCT,83.328,1,0.0
NOG1_N,83.328,1,0.0
GED,83.2955,6,0.0
Dynamin_M,83.2955,6,0.0
5_nucleotid_C,83.279,1,0.0
Latexin,83.24900000000001,2,0.0
Prion_bPrPp,83.082,1,0.0
HSBP1,82.981,2,0.0
Somatostatin,82.837,2,0.0
TMEM210,82.7975,2,0.0
Hrs_helical,82.656,1,0.0
DUF4074,82.58433333333333,3,0.0
Metallothio,82.52725,12,0.0
NFACT-R,82.3745,2,0.0
Flot,82.34299999999999,2,0.0
DFRP_C,82.221,2,0.0
DUF5331,82.146,1,0.0
Trm112p,82.065,2,0.0
ASL_C2,82.051,1,0.0
P5CR_dimer,81.987,3,37.267355795655796
Ribul_P_3_epim,81.939,2,0.0
Alpha_adaptinC2,81.84644444444444,9,0.0
Epimerase,81.70259999999999,5,0.0
Pirin_C,81.667,1,0.0
Pirin,81.667,1,0.0
NIF3,81.431,1,0.0
UTP15_C,81.362,1,0.0
Robl_LC7,81.27466666666668,3,0.0
zf-Sec23_Sec24,80.80133333333333,6,0.0
Sec23_trunk,80.80133333333333,6,0.0
Sec23_helical,80.80133333333333,6,0.0
Sec23_BS,80.80133333333333,6,0.0
MIP,80.28200000000001,15,0.15132085117392147
THRAP3_BCLAF1,80.27300000000001,3,0.0
Cob_adeno_trans,80.237,1,0.0
ATAD4,80.2285,2,0.0
Steroid_dh,80.20025,4,0.0
G6B,80.065,1,0.0
DRIM,79.917,2,0.0
4HBT,79.883,13,0.0
Aldolase_II,79.88074999999999,4,0.0
TFCD_C,79.76333333333334,3,0.0
SRP72,79.753,1,0.0
DPPIV_rep,79.703,2,0.0
Rad50_zn_hook,79.493,1,0.0
SbcCD_C,79.493,1,0.0
M16C_assoc,79.491,1,0.0
RPA_C,79.4825,2,0.0
DUF5569,79.3815,2,0.0
SE,79.379,1,0.0
DAO,79.36330000000001,10,0.0
zf-C6H2,79.323,1,0.0
Ribosomal_L19,79.233,1,0.0
UPF0160,79.203,1,0.0
Sorb,79.17416666666666,4,91.24859457821802
Formyl_trans_C,79.157,3,0.0
DALR,79.13566666666668,3,0.0
IQ,79.11671641791044,183,0.0
VKOR,79.07675,2,13.29997144733777
E3_UFM1_ligase,79.042,1,0.0
Synaptobrevin,78.84575,12,0.0
WSK,78.72449999999999,4,0.0
Vps26,78.72433333333333,3,0.0
TPMT,78.712,1,0.0
Gar1,78.645,2,0.0
NICE-3,78.6145,2,0.0
CN_hydrolase,78.57549999999999,8,0.0
OMPdecase,78.51,1,0.0
TFIIF_beta_N,78.478,1,0.0
TFIIF_beta,78.478,1,0.0
Pre-PUA,78.37700000000001,2,0.0
MARVEL,78.2898,27,0.0
Uteroglobin,78.2685,11,0.0
Tetraspanin,78.13180303030302,33,1.6256384899478724
FAD_binding,78.10180303030303,34,8.874897210672357
Mito_carr,78.07679245283018,157,0.20647518010645793
HMA,78.07133333333333,17,0.0
Clat_adaptor_s,77.9873125,16,0.0
MAP2_projctn,77.952,1,0.0
Transcrip_reg,77.651,1,0.0
CSN7a_helixI,77.629,2,0.0
SRP_SPB,77.563,1,0.0
DUF1573,77.55333333333333,1,90.14674929986845
Hydin_ADK,77.55333333333333,1,90.14674929986845
Biotin_carb_C,77.4524,5,0.0
Biotin_carb_N,77.4524,5,0.0
FXR_C3,77.444,1,0.0
